response_time_ms,retry_count,incorrect_streak,skip_rate,session_duration_minutes,time_of_day_hour,questions_answered,recent_accuracy,engagement_score,confusion_score
22845,0,3,0.0777,53.63,18,67,0.7637,0.7475,0.1722
27361,2,2,0.005,42.95,3,50,0.6028,0.7112,0.3052
34846,0,8,0.0016,71.62,22,64,0.7104,0.7953,0.5988
20275,0,0,0.0472,48.35,22,38,0.6383,0.7454,0.0
31254,3,5,0.0203,65.85,21,77,0.6725,0.8153,0.5649
21810,0,0,0.1059,26.92,4,13,0.4828,0.3859,0.0536
23589,0,2,0.0494,10.42,22,93,0.5264,0.4461,0.267
34954,0,2,0.0301,17.97,3,7,0.8713,0.5457,0.138
3000,0,1,0.1804,53.32,1,88,0.3088,0.6033,0.0222
9442,1,1,0.0896,77.39,20,42,0.8049,0.8486,0.1507
7214,2,7,0.1077,61.77,12,81,0.6928,0.6622,0.5991
3000,0,3,0.0495,21.71,3,93,0.4548,0.6166,0.3103
16861,1,3,0.0045,43.4,12,46,0.5981,0.6741,0.1873
33993,0,3,0.1688,50.95,0,34,0.5488,0.5653,0.4063
21581,1,0,0.0022,45.93,7,63,0.9081,0.7696,0.193
27373,0,0,0.0053,79.54,17,7,0.9085,0.9035,0.0834
38071,0,0,0.1086,36.91,18,27,0.5742,0.4744,0.1124
40932,0,2,0.106,74.45,4,27,0.4598,0.7842,0.2638
24170,2,1,0.1686,25.61,4,77,0.7021,0.604,0.2634
41243,0,1,0.0212,45.22,22,28,0.6491,0.7087,0.1315
26106,0,0,0.056,35.27,17,55,0.5729,0.5971,0.1135
14951,0,0,0.2309,62.39,19,60,0.7539,0.7315,0.1244
17867,3,0,0.0198,38.06,16,61,0.5861,0.6357,0.2814
7234,0,2,0.0189,37.0,5,28,0.3016,0.7155,0.2154
14342,2,2,0.046,75.33,5,79,0.7124,0.7652,0.3241
20704,0,3,0.1235,78.15,14,62,0.5622,0.8877,0.1908
34643,0,3,0.1589,80.71,6,39,0.6309,0.82,0.2799
45649,0,3,0.0171,44.98,11,7,0.5525,0.6087,0.4342
8414,0,0,0.0679,55.9,20,18,0.7877,0.7801,0.0748
29714,0,2,0.1138,21.62,7,16,0.5865,0.4355,0.1596
12513,0,5,0.0757,35.1,4,68,0.3869,0.5907,0.3036
30696,0,8,0.1042,43.21,20,72,0.8166,0.6303,0.4822
23427,0,0,0.06,19.38,21,42,0.7091,0.5518,0.0091
3029,0,1,0.0455,43.93,3,76,0.8157,0.7207,0.0892
36140,0,0,0.0491,11.97,19,77,0.7737,0.4122,0.0885
17740,0,0,0.0464,53.95,11,7,0.5389,0.7123,0.1086
18593,1,2,0.1795,41.35,14,21,0.3218,0.4951,0.2188
12163,0,1,0.0273,64.98,17,54,0.9185,0.7996,0.0148
17149,0,4,0.1612,86.31,19,55,0.5546,0.7538,0.3263
30135,0,2,0.0654,32.85,4,10,0.4971,0.5775,0.3454
22729,1,1,0.1166,46.69,2,2,0.2554,0.5729,0.2282
28944,0,0,0.0383,87.14,12,23,0.3636,0.8247,0.2196
29343,0,0,0.0662,29.74,16,42,0.429,0.5248,0.1471
40848,0,1,0.0262,83.39,21,85,0.6551,0.8475,0.2384
20887,2,1,0.0754,53.07,12,94,0.5529,0.5887,0.1978
7278,0,0,0.0716,17.11,13,82,0.7552,0.6178,0.0
37807,0,1,0.0462,38.61,6,57,0.7028,0.629,0.0472
21022,0,4,0.083,69.35,21,30,0.9341,0.7491,0.3054
38375,0,0,0.1258,23.29,3,11,0.6122,0.4697,0.13
29601,0,0,0.0204,43.4,19,43,0.6623,0.6947,0.03
23426,0,5,0.1149,50.5,1,21,0.468,0.6517,0.3048
29185,1,0,0.1343,81.43,10,31,0.6829,0.8061,0.1636
48412,0,1,0.1269,44.13,22,68,0.7398,0.6478,0.1958
49924,0,0,0.108,54.2,14,48,0.9437,0.6725,0.0343
25833,0,2,0.0055,61.09,23,84,0.8099,0.7562,0.0529
26922,0,3,0.0764,84.44,22,70,0.6647,0.9065,0.221
37915,0,0,0.1401,47.22,19,72,0.7217,0.5372,0.2031
14852,0,1,0.0496,17.65,0,12,0.4398,0.3907,0.2377
28997,0,6,0.0331,74.2,15,71,0.7138,0.8842,0.4178
24690,0,2,0.0497,29.29,0,12,0.6813,0.5992,0.1396
28767,0,4,0.0135,30.18,16,56,0.9367,0.609,0.2054
15000,1,1,0.0708,48.73,23,74,0.5698,0.6744,0.151
5925,1,0,0.0396,27.37,3,32,0.7534,0.6643,0.07
3000,0,0,0.0584,36.62,21,3,0.9532,0.6671,0.0
11591,0,0,0.0038,73.2,7,17,0.8241,0.8596,0.0
19496,0,1,0.1335,82.99,19,65,0.6393,0.871,0.1912
21482,0,0,0.2675,53.77,18,23,0.5343,0.5989,0.0479
48247,0,0,0.1149,74.04,7,57,0.618,0.6955,0.2317
38272,0,2,0.0808,68.78,4,85,0.5039,0.7785,0.258
13455,0,3,0.0508,53.03,17,3,0.6275,0.6938,0.3824
29173,1,8,0.0892,21.15,19,3,0.5493,0.4314,0.5888
20115,0,0,0.0499,35.0,16,52,0.8934,0.6867,0.0
21588,0,1,0.0356,88.55,9,83,0.7625,0.8681,0.1227
27224,0,1,0.0952,73.93,4,1,0.7451,0.7533,0.1206
32430,0,0,0.0158,89.69,1,18,0.4996,0.8589,0.0594
20929,0,0,0.0819,23.95,8,68,0.8314,0.5045,0.0744
37766,0,0,0.0945,25.38,6,75,0.6721,0.4317,0.0933
11297,0,0,0.1806,25.35,13,79,0.7468,0.5767,0.1933
25076,0,1,0.0712,42.24,16,88,0.2307,0.6411,0.3779
56172,0,0,0.0123,81.86,16,62,0.3511,0.7296,0.2741
27677,2,1,0.057,66.12,11,1,0.8999,0.6356,0.2147
42199,0,6,0.1419,85.64,9,18,0.6882,0.6749,0.3377
26098,2,3,0.1236,66.27,13,26,0.193,0.6523,0.4201
31969,2,2,0.0688,77.31,8,87,0.7591,0.7164,0.3122
24319,0,1,0.0081,15.67,8,93,0.7389,0.6026,0.0731
22955,1,1,0.0414,18.71,12,1,0.6388,0.4918,0.2216
15646,0,0,0.0428,69.78,11,51,0.9413,0.838,0.0343
30164,0,2,0.0296,65.51,23,84,0.3807,0.7503,0.1491
14782,0,1,0.1244,66.32,23,20,0.5611,0.7494,0.0702
32987,1,3,0.0399,65.46,15,75,0.7061,0.7079,0.235
38023,3,0,0.0828,19.54,3,23,0.7641,0.3859,0.3479
29398,0,0,0.079,80.4,17,29,0.3003,0.7746,0.0
21565,0,3,0.0466,31.08,21,11,0.5055,0.6365,0.2777
30448,0,2,0.0203,87.43,14,66,0.7607,0.9662,0.3351
21296,0,3,0.1381,39.65,11,72,0.6421,0.5737,0.2106
36227,1,4,0.0408,77.33,20,20,0.6072,0.8205,0.4377
3023,0,2,0.1416,56.46,23,41,0.7689,0.679,0.1681
20973,1,1,0.1222,31.25,22,22,0.8172,0.6494,0.1196
3000,0,7,0.0779,50.9,7,98,0.6727,0.7678,0.4182
7059,0,4,0.0649,17.56,16,51,0.7187,0.5603,0.3251
41366,0,2,0.1497,40.59,18,29,0.7146,0.5614,0.2925
35742,0,2,0.1039,72.84,13,13,0.3335,0.7052,0.2722
16366,1,0,0.0359,86.06,1,93,0.7569,0.8574,0.1198
6970,0,0,0.1519,80.96,20,39,0.7505,0.7846,0.1125
3000,0,3,0.0322,52.64,0,14,0.8764,0.8312,0.204
18478,0,0,0.0268,17.34,4,64,0.5048,0.4399,0.0593
54045,2,2,0.0301,63.81,2,40,0.7725,0.6714,0.3012
30219,0,2,0.0511,44.95,15,57,0.927,0.7748,0.0781
18285,1,2,0.0252,36.51,8,23,0.8831,0.6077,0.1584
30581,0,1,0.0261,37.95,9,86,0.9648,0.748,0.0242
6268,0,3,0.0225,74.12,18,34,0.7527,0.9678,0.269
21432,0,1,0.0744,85.62,21,55,0.8554,0.9902,0.0964
26194,0,0,0.1226,37.84,18,20,0.5515,0.5482,0.0417
23967,0,5,0.1823,18.68,18,65,0.3933,0.481,0.5003
34490,0,0,0.1122,75.56,1,17,0.5782,0.656,0.0
29136,0,2,0.0055,87.25,20,1,0.6132,0.8955,0.0291
33020,0,0,0.136,54.46,21,58,0.7323,0.5891,0.0256
16740,0,2,0.0947,86.57,1,76,0.3705,0.8428,0.245
35774,1,1,0.0285,14.08,21,86,0.5246,0.4914,0.3137
44547,1,2,0.0798,67.32,17,23,0.4014,0.723,0.3475
13358,0,1,0.0629,42.5,0,2,0.6981,0.6847,0.0055
14348,2,6,0.1331,24.81,19,83,0.3696,0.4216,0.6332
41029,3,0,0.087,17.4,23,59,0.4807,0.4861,0.3667
22704,0,0,0.1084,50.57,10,55,0.6419,0.6999,0.0268
41846,1,1,0.1108,57.12,18,51,0.9279,0.7119,0.3059
19690,0,0,0.0257,62.16,6,62,0.6135,0.7775,0.1281
42461,0,4,0.0187,50.47,13,15,0.1648,0.6805,0.3929
26578,0,0,0.1583,58.91,21,82,0.6525,0.5545,0.0
28099,0,0,0.1658,62.29,15,20,0.3614,0.6441,0.1743
43777,0,0,0.1805,36.19,18,76,0.5714,0.4564,0.2346
20659,2,0,0.1137,59.04,12,75,0.7443,0.7414,0.1756
13707,3,1,0.0357,44.77,17,71,0.958,0.7497,0.226
19617,0,0,0.0129,24.77,11,45,0.6569,0.5554,0.1446
30428,0,5,0.1004,25.49,20,20,0.3842,0.5626,0.4065
6211,2,6,0.0414,48.31,7,16,0.5706,0.7039,0.5251
32650,1,0,0.0521,73.8,20,22,0.6035,0.7448,0.1461
18535,0,0,0.0878,81.47,14,16,0.8961,0.8986,0.1824
38774,2,0,0.0792,47.37,15,15,0.5599,0.5568,0.2173
3000,0,1,0.047,81.51,18,9,0.5857,0.8947,0.0
15561,0,1,0.0723,74.2,11,100,0.8499,0.8824,0.0305
4762,0,1,0.1411,85.0,17,54,0.8389,0.8837,0.0098
15085,1,0,0.0258,83.85,8,78,0.4997,0.8883,0.0
27972,0,4,0.0131,10.87,0,57,0.8234,0.5404,0.4336
22849,1,1,0.0748,36.39,6,66,0.4614,0.5817,0.2432
21959,1,0,0.0053,46.03,2,60,0.716,0.8052,0.1716
23090,0,3,0.0209,18.39,12,15,0.5468,0.556,0.1113
27441,0,0,0.0323,71.58,13,70,0.2832,0.8362,0.1248
12898,0,4,0.0414,61.03,19,80,0.4945,0.8232,0.3272
33482,0,3,0.0496,10.49,3,43,0.4505,0.3721,0.3128
32952,0,0,0.0376,53.12,17,67,0.5989,0.6612,0.0208
29620,3,1,0.1509,67.89,8,71,0.3992,0.6382,0.3663
31678,0,2,0.1749,63.12,9,61,0.7033,0.6,0.298
28557,0,3,0.0155,77.08,0,86,0.7433,0.8864,0.2854
49421,1,1,0.0638,75.19,5,13,0.6134,0.7889,0.4402
23955,2,2,0.1226,78.61,17,17,0.5772,0.8049,0.4491
21315,2,0,0.0422,88.97,11,25,0.7663,0.9382,0.3579
15958,0,0,0.1569,63.86,12,7,0.7265,0.7652,0.0
12613,0,0,0.0448,83.49,16,56,0.2956,0.8629,0.1836
10066,0,1,0.0462,62.29,8,78,0.8543,0.769,0.0484
14334,0,2,0.0297,70.73,6,38,0.5468,0.7938,0.1692
24152,0,0,0.1758,58.73,10,9,0.7011,0.6202,0.1202
29012,1,6,0.1291,54.09,18,28,0.7062,0.6467,0.4879
25614,2,0,0.0452,83.05,0,24,0.6391,0.8359,0.1848
15814,0,5,0.0847,49.85,14,36,0.8513,0.7111,0.407
35802,1,6,0.0452,85.51,23,8,0.5118,0.8664,0.5243
33873,0,1,0.0709,53.56,23,15,0.5676,0.6534,0.1298
23084,0,4,0.0359,37.8,19,74,0.6317,0.6297,0.179
17165,0,2,0.0504,72.73,8,50,0.7157,0.8275,0.1154
31581,0,0,0.1195,21.61,18,42,0.7669,0.5007,0.0012
27256,1,0,0.251,38.16,0,50,0.4025,0.474,0.2343
7622,0,1,0.0187,16.12,13,87,0.6106,0.5493,0.1441
24184,1,1,0.053,57.04,21,96,0.3863,0.7254,0.1869
28144,0,3,0.0705,84.84,3,17,0.5468,0.9057,0.2829
14204,0,0,0.0893,17.7,1,62,0.7407,0.5691,0.1642
27278,0,0,0.041,27.32,8,43,0.846,0.6048,0.022
7542,0,4,0.0674,79.81,17,90,0.9055,0.97,0.3287
41034,0,2,0.0301,39.68,4,8,0.54,0.5675,0.2496
39975,0,2,0.035,88.42,21,65,0.3407,0.8371,0.1795
21970,0,1,0.0292,74.0,18,73,0.5024,0.9397,0.1317
29361,0,1,0.128,82.29,20,81,0.9106,0.7499,0.1929
3000,0,0,0.0363,68.23,5,12,0.7841,0.8977,0.017
11124,0,3,0.028,42.97,11,65,0.8517,0.6531,0.2249
21475,2,0,0.0557,43.11,7,91,0.3553,0.6077,0.1169
12134,0,3,0.1236,35.48,21,21,0.752,0.7598,0.3221
33573,0,1,0.02,68.65,13,69,0.4216,0.7823,0.1077
48968,1,0,0.0254,60.36,18,81,0.5726,0.6249,0.1797
10881,3,5,0.114,73.0,7,95,0.535,0.7484,0.6184
14950,0,5,0.0368,39.24,7,88,0.5637,0.6234,0.3743
27825,0,0,0.0468,82.2,9,77,0.6891,0.854,0.0259
44333,0,0,0.0859,53.83,3,60,0.4078,0.5697,0.1541
10332,0,0,0.0595,63.66,6,34,0.8214,0.716,0.0
27988,0,1,0.2217,14.25,9,42,0.5461,0.456,0.0798
46856,1,2,0.0561,80.96,3,39,0.5693,0.8965,0.3479
5179,1,2,0.0839,73.59,21,93,0.5387,0.9025,0.2897
9627,0,7,0.0765,60.95,20,55,0.7954,0.7044,0.454
19917,1,2,0.1089,77.11,18,5,0.8872,0.8895,0.2004
18753,0,2,0.134,39.92,20,70,0.8557,0.6704,0.1123
34751,0,6,0.0575,20.93,9,30,0.4115,0.4226,0.4561
27900,0,1,0.0089,34.5,20,89,0.5934,0.6313,0.0486
3700,3,6,0.0282,26.24,5,43,0.6184,0.6409,0.4794
31185,0,1,0.0731,32.09,12,11,0.8839,0.5077,0.0051
18070,0,3,0.033,67.05,4,11,0.6412,0.8726,0.2243
40293,0,3,0.0856,33.55,6,16,0.9418,0.5956,0.2285
17469,0,4,0.0304,34.32,5,91,0.7148,0.6053,0.2639
17361,2,0,0.0442,23.32,19,94,0.4119,0.5995,0.2507
31494,0,1,0.0006,65.58,18,12,0.6746,0.7268,0.1995
34155,0,0,0.101,23.86,16,12,0.4156,0.5524,0.1624
30377,2,4,0.0498,34.72,7,11,0.2314,0.5306,0.5227
4773,0,0,0.051,32.5,18,58,0.6626,0.5621,0.0
31456,2,4,0.1314,39.3,20,26,0.7666,0.5679,0.4258
12588,1,1,0.255,50.81,19,49,0.4465,0.62,0.3075
27823,1,2,0.0288,82.52,3,9,0.5776,0.7941,0.2519
7915,0,0,0.0214,14.23,5,14,0.696,0.4916,0.0
30356,0,2,0.0206,50.87,3,63,0.2496,0.5726,0.247
15321,0,3,0.0166,88.27,23,12,0.725,0.9543,0.2363
9608,0,2,0.107,13.82,12,12,0.8883,0.5261,0.0655
33566,0,2,0.1522,15.85,10,26,0.8233,0.4418,0.2591
27900,0,2,0.0473,70.7,5,29,0.2278,0.8339,0.1453
17632,0,0,0.2176,35.68,1,26,0.8372,0.5976,0.1676
42414,0,0,0.1259,37.2,4,24,0.8492,0.4969,0.0908
19712,0,5,0.0264,62.08,17,63,0.8146,0.796,0.2786
25385,1,2,0.0061,16.34,23,11,0.7078,0.6391,0.3778
28227,0,3,0.0129,40.0,19,14,0.7209,0.5882,0.2883
17564,0,3,0.1493,28.95,21,15,0.5929,0.5677,0.3088
30654,0,4,0.02,19.03,16,51,0.6251,0.5227,0.2713
18599,0,4,0.04,14.08,4,7,0.4257,0.4037,0.389
20060,0,0,0.0425,42.27,3,40,0.7427,0.5972,0.0069
41352,0,2,0.1116,75.29,15,71,0.8243,0.7581,0.195
12513,1,1,0.0425,50.37,23,52,0.4405,0.667,0.1588
3000,0,3,0.0707,56.87,8,49,0.8224,0.7186,0.2898
44331,1,5,0.0433,28.06,16,13,0.784,0.5395,0.5343
55592,0,5,0.047,20.76,9,57,0.8173,0.4524,0.3621
20137,0,0,0.0356,64.23,14,20,0.8616,0.8041,0.0974
3000,0,2,0.0473,89.09,1,59,0.2891,0.9612,0.1526
21274,0,0,0.0936,60.7,7,37,0.6858,0.6763,0.0489
21565,0,2,0.0895,82.25,0,3,0.706,0.7554,0.1789
22721,0,0,0.0551,31.29,17,30,0.472,0.5567,0.0602
11639,0,0,0.0532,11.2,16,89,0.3954,0.48,0.0011
31955,0,0,0.0501,82.35,9,72,0.8839,0.8497,0.117
31294,3,1,0.1999,85.57,8,24,0.5762,0.8121,0.5045
7067,0,0,0.0274,18.01,9,91,0.8893,0.5584,0.0
33390,2,6,0.048,72.51,10,55,0.7317,0.851,0.7066
49632,2,0,0.0577,61.16,19,24,0.521,0.7852,0.2301
27064,0,5,0.0608,88.19,19,11,0.7463,0.9211,0.3883
20952,1,2,0.0974,72.9,5,99,0.3369,0.8855,0.3142
23296,3,1,0.1702,45.71,21,47,0.795,0.5745,0.2981
32383,0,0,0.1432,25.6,12,15,0.7595,0.5768,0.0349
4232,0,0,0.0652,61.83,11,17,0.2185,0.7121,0.0
26973,1,1,0.0178,54.99,1,64,0.4184,0.757,0.2919
20314,1,1,0.061,58.18,17,75,0.7161,0.6548,0.1038
47174,1,0,0.0093,15.48,20,86,0.2481,0.4392,0.1084
22910,0,3,0.0515,45.67,22,61,0.6731,0.6013,0.2584
45015,0,2,0.0653,38.47,13,90,0.425,0.468,0.341
11755,0,0,0.0669,38.34,2,20,0.8055,0.6445,0.0212
32047,0,6,0.0449,65.7,13,4,0.5191,0.6248,0.5018
28833,0,4,0.175,13.19,9,10,0.468,0.3306,0.2996
14571,0,2,0.0756,18.21,16,72,0.5651,0.5463,0.1212
27129,0,4,0.1434,84.96,11,91,0.6772,0.797,0.3996
39550,2,4,0.1237,79.15,17,46,0.942,0.6975,0.4755
21114,0,1,0.1092,59.08,10,35,0.6465,0.8002,0.1476
4696,0,7,0.0321,44.81,19,46,0.672,0.8494,0.2095
24789,3,2,0.1297,85.37,23,51,0.8216,0.7925,0.3554
14171,0,0,0.0407,74.9,15,83,0.6957,0.8382,0.0861
20892,1,1,0.0395,80.14,19,71,0.7464,0.858,0.1718
24021,0,3,0.0508,73.13,23,13,0.918,0.7431,0.1852
4532,0,1,0.0565,27.92,21,49,0.4118,0.7134,0.1369
5612,1,5,0.0934,73.22,10,44,0.7137,0.8391,0.4066
30785,2,3,0.0602,49.9,2,76,0.5975,0.6009,0.3688
18727,0,1,0.0669,26.22,14,1,0.7162,0.5683,0.1923
3000,1,1,0.0817,80.46,7,48,0.538,0.8612,0.1252
34418,0,0,0.2606,26.9,20,26,0.6515,0.3806,0.0
28268,0,6,0.06,18.78,14,26,0.7119,0.5427,0.4447
16434,1,0,0.1136,62.5,21,36,0.8316,0.7117,0.0849
9198,1,0,0.1239,21.05,1,65,0.6055,0.4609,0.0963
35030,1,1,0.0229,77.88,13,18,0.7745,0.7278,0.2379
29192,1,1,0.0236,40.8,1,10,0.3675,0.6159,0.2047
53591,0,8,0.018,18.97,18,67,0.4654,0.4586,0.7013
30042,1,0,0.063,68.91,10,59,0.9551,0.8195,0.1976
29652,0,5,0.0516,24.05,14,38,0.7796,0.4941,0.3434
22997,0,0,0.0433,64.44,23,15,0.3785,0.614,0.1069
34801,3,1,0.1649,22.46,1,53,0.3232,0.4803,0.4107
32501,0,4,0.0671,25.97,17,92,0.7988,0.4728,0.3565
40021,0,4,0.0204,26.93,15,56,0.6803,0.4764,0.4375
18744,1,8,0.0557,74.83,6,48,0.855,0.8361,0.6364
19775,0,2,0.0567,27.23,21,89,0.6191,0.5842,0.14
19251,1,3,0.0597,76.59,22,12,0.4929,0.7624,0.2064
34490,2,6,0.1743,54.08,7,99,0.6124,0.6016,0.6585
42980,1,1,0.0332,53.86,1,22,0.4586,0.6459,0.2463
19494,0,1,0.0544,74.79,15,31,0.8485,0.8649,0.0846
19903,2,2,0.0212,10.34,10,97,0.6778,0.5131,0.2752
28769,0,4,0.075,47.85,10,13,0.6979,0.6348,0.2567
22051,0,0,0.0051,59.55,15,67,0.8699,0.8745,0.0
36425,1,3,0.0143,49.0,11,4,0.4589,0.6914,0.1764
3000,1,4,0.0177,86.73,14,15,0.6579,1.0,0.2907
15080,1,2,0.1511,67.75,2,96,0.7087,0.7213,0.084
15611,0,0,0.1121,56.93,2,36,0.7328,0.8221,0.0659
3000,0,4,0.024,43.37,18,43,0.6904,0.7558,0.2293
13436,0,5,0.161,21.4,12,43,0.8974,0.4844,0.4315
14018,0,1,0.0423,25.48,14,97,0.9428,0.588,0.1793
22587,1,0,0.1142,30.87,6,71,0.4649,0.4787,0.0937
38356,0,6,0.0652,68.01,2,54,0.5777,0.713,0.4386
22059,0,0,0.0209,58.27,7,36,0.648,0.7524,0.0958
12630,0,5,0.1033,62.28,17,60,0.6073,0.7782,0.275
24317,0,1,0.0912,79.86,7,62,0.6707,0.8555,0.1388
37590,0,2,0.0516,49.42,10,61,0.838,0.6438,0.2115
13288,1,1,0.0122,47.45,8,40,0.5359,0.7583,0.1997
14073,3,0,0.0374,73.53,20,45,0.5544,0.8716,0.3478
31703,0,0,0.1079,21.92,20,2,0.4262,0.5487,0.008
22342,0,2,0.0759,61.23,13,43,0.6418,0.8339,0.1706
32770,0,3,0.125,25.27,5,64,0.9187,0.5244,0.2248
24836,0,0,0.198,83.99,3,82,0.5805,0.7512,0.0
33420,0,3,0.0445,12.25,10,15,0.4998,0.4927,0.2981
12579,0,0,0.0364,64.37,14,43,0.6131,0.8298,0.0368
24855,0,1,0.0495,71.11,10,35,0.6203,0.7325,0.0842
22472,1,0,0.045,56.16,20,100,0.8627,0.7044,0.1468
10409,0,3,0.1707,68.42,10,83,0.6301,0.8045,0.3286
6238,0,0,0.0733,12.69,16,90,0.9177,0.5847,0.0
33229,0,0,0.0413,14.07,11,36,0.3461,0.5143,0.1549
20789,0,0,0.1161,47.15,14,17,0.5464,0.6915,0.0035
12733,0,6,0.0766,57.66,10,43,0.7794,0.6655,0.2699
23846,1,2,0.1665,12.03,3,67,0.8111,0.498,0.1705
38536,0,2,0.1305,87.63,5,84,0.685,0.9441,0.2463
3000,0,7,0.0037,21.49,13,38,0.5401,0.6101,0.4926
7040,0,1,0.0544,16.03,7,46,0.7537,0.5506,0.0095
13925,0,1,0.1611,40.17,13,53,0.6799,0.5969,0.0964
42534,0,0,0.0615,21.35,22,17,0.5802,0.5257,0.1351
28391,2,1,0.1011,43.97,9,24,0.711,0.6305,0.2167
34208,0,2,0.0668,10.15,7,34,0.4506,0.4552,0.213
11318,0,0,0.163,22.64,4,71,0.3156,0.4307,0.0349
11566,0,0,0.0772,76.48,20,69,0.3654,0.884,0.1356
30374,0,0,0.0195,10.99,23,54,0.3492,0.4832,0.1889
25699,1,0,0.106,29.09,14,87,0.8253,0.4086,0.1385
31585,0,4,0.0245,81.04,13,30,0.9185,0.8956,0.2654
22748,0,5,0.0018,27.12,8,80,0.8438,0.5765,0.2128
28338,0,0,0.103,39.09,3,63,0.8635,0.6811,0.1324
26897,1,0,0.1189,23.22,6,76,0.7929,0.4873,0.0361
34333,2,2,0.0241,33.73,6,5,0.8592,0.5885,0.1798
34684,0,3,0.1403,28.89,22,44,0.6291,0.6428,0.3596
5562,1,3,0.0304,55.2,13,79,0.6082,0.7011,0.2228
3000,0,2,0.1152,64.71,20,61,0.5477,0.7776,0.0704
37021,1,1,0.0204,30.87,2,1,0.8847,0.5549,0.1428
39253,2,2,0.0597,70.91,13,54,0.4029,0.7049,0.5269
12753,0,2,0.058,59.63,7,24,0.8404,0.7542,0.1753
3000,0,0,0.1495,16.48,20,88,0.6371,0.5502,0.0871
26188,0,0,0.0042,27.04,17,26,0.7749,0.7111,0.0623
36170,0,2,0.1135,41.62,17,52,0.907,0.5542,0.1945
46571,0,1,0.0075,29.64,7,84,0.378,0.5836,0.2013
31196,1,0,0.0216,86.72,17,36,0.7705,0.8425,0.1539
20539,3,0,0.1197,71.6,9,24,0.758,0.8168,0.251
14282,1,0,0.1112,39.63,21,53,0.7625,0.6287,0.0937
25137,0,0,0.0063,84.08,21,16,0.5637,0.9296,0.1249
21409,0,3,0.0096,70.47,6,24,0.8687,0.7944,0.1852
12819,0,6,0.0574,76.12,15,54,0.7859,0.7903,0.3442
49585,0,0,0.0432,54.64,12,85,0.5212,0.6397,0.1234
46422,0,2,0.0501,23.43,0,6,0.8646,0.5632,0.1648
38633,0,1,0.0354,14.88,8,86,0.588,0.5443,0.1058
13950,0,3,0.1383,79.8,15,92,0.6594,0.7856,0.1714
35260,0,0,0.0205,55.48,21,73,0.9145,0.6681,0.0487
32676,0,0,0.0993,78.98,2,17,0.4164,0.7101,0.1013
30311,2,4,0.1054,74.72,23,33,0.7772,0.7292,0.4146
39996,0,4,0.0569,19.12,23,4,0.5193,0.4501,0.3377
32624,0,6,0.0388,44.36,8,1,0.6285,0.6834,0.4963
33880,0,0,0.0494,86.97,15,28,0.9739,0.8692,0.092
32643,0,1,0.072,25.1,0,37,0.9294,0.5052,0.0857
29089,2,1,0.0306,87.57,21,33,0.8225,0.8445,0.3663
3597,0,4,0.0805,31.36,17,75,0.7557,0.572,0.4332
26003,2,1,0.1366,77.53,22,29,0.7519,0.8152,0.4346
18326,0,0,0.0025,40.16,9,54,0.2103,0.6256,0.259
9642,0,0,0.0508,65.26,2,88,0.539,0.8238,0.0
45182,2,2,0.0294,89.09,22,100,0.8121,0.8946,0.3077
45748,0,2,0.117,87.28,13,74,0.777,0.8092,0.2428
41311,0,3,0.0254,28.88,16,19,0.545,0.4433,0.3621
28063,0,8,0.0469,75.38,23,16,0.4903,0.7752,0.6784
41208,2,1,0.1043,24.19,6,29,0.9341,0.4808,0.294
25145,0,1,0.1446,59.94,6,27,0.6258,0.6775,0.0
27434,2,2,0.0036,61.42,0,21,0.5556,0.7736,0.3493
11878,0,3,0.1606,49.95,13,30,0.5571,0.6631,0.1226
29764,0,0,0.1116,31.11,15,48,0.7249,0.5908,0.0873
25725,0,2,0.0398,85.32,1,6,0.3292,0.9123,0.2309
9368,0,0,0.0562,48.29,5,67,0.4302,0.6309,0.0
24386,0,1,0.0909,46.16,21,69,0.4734,0.596,0.1762
24043,0,1,0.0598,87.44,18,74,0.3055,0.8132,0.0265
46571,0,1,0.0066,33.64,16,31,0.3636,0.5371,0.1287
35731,0,2,0.1102,30.76,3,83,0.5716,0.5665,0.1577
25137,0,0,0.0925,57.32,21,10,0.3888,0.7849,0.1265
27985,2,8,0.0113,11.26,11,49,0.9188,0.6054,0.6251
25531,0,2,0.1298,89.86,3,50,0.7754,0.8105,0.1409
22565,3,0,0.0254,25.65,21,47,0.9318,0.6731,0.2543
12011,1,3,0.0204,25.56,22,3,0.713,0.4926,0.1885
23187,1,1,0.0674,38.43,19,81,0.8288,0.6738,0.0646
16047,0,0,0.1709,65.13,16,79,0.4765,0.6272,0.0113
9996,0,4,0.0597,72.3,17,66,0.7579,0.8849,0.3017
31135,1,1,0.1188,88.39,21,84,0.8142,0.8558,0.0796
29695,1,0,0.0889,47.51,5,87,0.8065,0.5957,0.0864
3560,1,2,0.1809,79.03,10,20,0.5715,0.7544,0.372
23528,1,0,0.2524,55.4,23,96,0.4433,0.603,0.1269
36948,0,2,0.0282,34.01,0,39,0.7426,0.4571,0.3092
37711,2,2,0.0111,71.96,4,39,0.6866,0.7166,0.4087
37310,2,0,0.1587,80.79,20,93,0.8166,0.798,0.1481
25467,2,5,0.0669,77.62,11,68,0.7081,0.8622,0.4969
14859,0,0,0.0728,42.94,7,33,0.7113,0.6467,0.0
11996,1,0,0.1349,65.41,16,10,0.2994,0.6982,0.1525
29135,0,0,0.1361,40.95,17,60,0.903,0.5744,0.0359
